Lat,Lon,Mean_SOC,SOC_Change
-29.18386867394724,31.258000000000003,79.04533032264341,0.025092658633274822
-33.51399569286943,22.858,49.09051633076357,0.010155916802178096
-33.42739315249098,25.058,21.297593084979546,-0.015074074988189204
-33.6872007736263,26.058000000000003,67.8619093611541,0.009337961071848285
-33.51399569286943,22.458,53.605442644247965,0.006440990822071775
-29.530278835461008,30.457999999999995,67.93281972517146,0.008391157415065707
-32.90777791022031,27.458,43.015239078072746,0.002697910895529202
-30.56950932000233,30.058000000000003,67.0461800435953,0.01571062066517306
-33.42739315249098,27.058000000000003,79.44759054957764,0.0013142292575277817
-33.51399569286943,21.258000000000003,29.053807842696322,0.017779378573556024
-32.561367748706544,28.258000000000003,89.72416102075393,0.02401050669474272
-28.924061052811897,31.058,55.93362297743723,0.007470894550570336
-32.47476520832809,28.058,71.17131453096924,0.012228043976028582
-32.821175369841875,18.058,45.61893948657954,0.01248112568894766
-30.829316941137662,29.858,67.02137341849026,0.026161504370370472
-32.821175369841875,24.458,28.903215971037532,-0.001174808129596747
-33.600598233247865,26.258,77.05923246881592,0.005669304147289157
-33.16758553135565,27.658,63.28050548186492,0.012800605136923694
-33.94700839476164,18.658,33.18114875591695,0.004256684637700551
-28.75085597205501,30.658,65.41588732280026,0.008298369123808191
-34.6398287177892,19.458,49.3261213357214,0.00983523976716289
-33.860405854383195,24.858,68.06022566142317,0.0057297404360204755
-32.90777791022031,25.058,40.24172709704062,0.001750600032435587
-33.51399569286943,25.658000000000005,52.05511792972618,0.013347633073620633
-33.77380331400475,24.658,78.07340275562815,0.007059867735823614
-33.16758553135565,26.858000000000004,37.17450190273138,-0.0021377445930468877
-31.175727102651447,29.858,76.6649430875079,0.013583971364405936
-34.033610935140075,22.858,54.70087315080513,-0.0010310934068569458
-32.821175369841875,25.258,32.68735876292712,0.0054387513532361065
-33.51399569286943,25.258,55.55063422397762,0.0008718074850556628
-33.16758553135565,26.458,56.91308907188935,0.0007495260818040292
-33.0809829909772,23.858,44.93011495200131,0.0032155463294314267
-32.99438045059876,18.058,34.8396484703172,0.0009980858146603484
-32.99438045059876,24.858,23.389067460356795,0.002043602699861001
-30.742714400759223,30.058000000000003,76.5284477371971,0.013837500089646985
-29.09726613356879,31.058,94.11672037053938,0.01648192390037016
-32.821175369841875,27.658,59.319583488702165,0.01236146579269048
-33.16758553135565,25.258,28.321325582282952,-0.009020910306088039
-31.781944885300547,28.858,63.26361454955052,0.012611827922491605
-33.340790612112535,24.858,57.67279229628973,0.002375824104967928
-33.77380331400475,22.258000000000003,36.65736387289644,0.005189541808743162
-33.0809829909772,25.458,24.73017880396357,-0.0006991876756313494
-33.340790612112535,24.458,44.08333167956669,-0.01853268831063391
-28.75085597205501,31.458,85.92582425913211,0.016349559609059674
-33.16758553135565,27.258000000000003,48.11904218878424,0.0019762180063522066
-31.868547425678987,29.058000000000003,75.60131437424543,0.015101660446050515
-33.77380331400475,25.458,63.822667897572764,0.017504988475874634
-28.75085597205501,30.258000000000003,69.08559908488725,0.006668905042130494
-33.16758553135565,24.058,35.761723923455634,0.0030986809715315223
-28.837458512433454,30.858,71.0889651116074,0.01364101423516691
-33.0809829909772,24.658,18.924907393400243,-0.013393276152250605
-29.703483916217888,30.457999999999995,65.65361986442642,0.009807734319023808
-32.38816266794964,27.858,79.67020325946112,0.006963059430842147
-32.30156012757121,24.858,48.6909883655036,-0.0010016535699724802
-30.136496618110108,30.258000000000003,55.17705993549837,0.007890722040430419
-32.214957587192764,24.658,35.43439774485357,0.008076695952373437
-28.837458512433454,30.457999999999995,41.195952194621626,0.011253598340188131
-33.340790612112535,25.658000000000005,84.51676604881492,0.005737967785128971
-32.214957587192764,27.858,64.30866613477473,0.013866898395970566
-32.90777791022031,18.258,27.68953728142253,0.010206393986751782
-29.35707375470412,30.858,70.13577027571596,0.008726066887414053
-32.47476520832809,25.658000000000005,52.050901147498905,0.012442086550339558
-33.340790612112535,25.258,84.02824630175276,0.011450796309151304
-31.955149966057427,28.458,61.4729607190804,0.008922519163257174
-33.25418807173409,25.058,51.06374299062602,-0.00493390867843289
-31.608739804543657,29.258,76.86847640852724,0.0157943913474362
-32.734572829463424,27.858,77.56539707388798,0.012945721784172833
-32.47476520832809,25.258,77.60313998233421,0.01015551275953629
-32.38816266794964,25.058,59.548859287297354,0.006353173831605006
-33.0809829909772,25.058,25.343451894397052,-0.006334208775092008
-31.695342344922103,28.258000000000003,47.67088758776464,0.003274803056439262
-28.664253431676563,31.658000000000005,70.71674092801688,0.015885346327451765
-28.577650891298124,29.858,52.728775081361604,0.014403784368934164
-30.396304239245445,30.058000000000003,60.412258134232665,0.009326168109782212
-32.47476520832809,27.658,62.33784960974004,0.01353633262199054
-33.6872007736263,22.458,40.94337269620213,0.005898537133325522
-33.42739315249098,23.058,53.829557772651306,0.002707909382791614
-31.43553472378677,29.258,91.09479899371752,0.016356895895961832
-30.915919481516102,30.058000000000003,63.45295881328049,0.011998993602013022
-31.175727102651447,29.058000000000003,98.14719408180856,0.012627489754716193
-29.530278835461008,30.858,74.1630963225067,0.015512655934839343
-32.99438045059876,25.258,53.129796278128936,-0.002940260675388161
-32.041752506435884,28.658,78.17871635380526,0.007359909340179892
-32.12835504681432,27.258000000000003,66.38067067980147,0.007205546077719619
-32.561367748706544,26.658,56.46591291704437,0.011648904385533017
-32.90777791022031,24.658,45.49420424879917,-0.0032682377147860778
-32.214957587192764,27.458,76.12754965013197,0.006928703230602141
-30.65611186038077,30.258000000000003,66.6996051453622,0.00806855973524688
-31.695342344922103,29.058000000000003,60.094599096222694,-0.0011274416766746472
-33.42739315249098,25.458,47.93240798163858,0.013870674988369172
-31.262329643029883,28.858,36.75632835352332,0.01635035540409901
-32.821175369841875,24.858,29.402406788994117,-0.0010825489002198947
-31.52213726416521,29.458,88.48830520541085,0.013850501864698725
-33.6872007736263,25.658000000000005,47.33022746085785,0.0038652901627529873
-33.94700839476164,25.058,53.69067603105714,0.016956544395729384
-33.340790612112535,27.258000000000003,68.05175497429971,0.01000028431530034
-32.90777791022031,26.658,29.727039562556094,-0.006190621750482091
-32.47476520832809,28.458,62.416607759590654,0.009251490882603429
-31.868547425678987,27.458,54.12272745058429,0.0015815907330626049
-28.664253431676563,31.258000000000003,71.49831106038388,0.012253638444803773
-28.837458512433454,30.058000000000003,60.02976877891841,0.0072635118784743664
-33.16758553135565,18.058,63.232486377202385,0.0019019174166278506
-33.16758553135565,24.858,21.902706136061656,0.007759342975822261
-33.0809829909772,27.058000000000003,55.014513711337806,0.004600319669375463
-33.340790612112535,26.058000000000003,71.4581114675585,-0.0013084217943624098
-31.262329643029883,29.658,85.58453769284965,0.013810754967218656
-32.561367748706544,27.458,48.58350135736038,0.008308174799778066
-33.600598233247865,25.858,63.98735243500424,0.0024409391512797123
-32.30156012757121,27.658,59.31436896365155,0.002951560163262391
-33.600598233247865,25.458,52.82213148723333,0.006170656838046961
